time,TEMP_DAILY_MIN,TEMP_DAILY_MAX,PRECIP_mm-d,PRECIP_mm-h,PRECIP_mm-min,PRECIP_mm-s
1950-08-01 00:00:00,11.81412429,23.54920903,0.07615819,0.00317325791666667,5.28876319444444E-05,8.81460532407407E-07
1950-08-02 00:00:00,9.12192092,26.51124295,0,0,0,0
1950-08-03 00:00:00,10.08107343,28.4841808,0,0,0,0
1950-08-04 00:00:00,11.669661,28.51745761,0.01435028,0.000597928333333333,9.96547222222222E-06,1.66091203703704E-07
1950-08-05 00:00:00,13.969887,27.38745764,0.34627119,0.01442796625,0.000240466104166667,4.00776840277778E-06
1950-08-06 00:00:00,16.54090397,30.60084742,0.98474576,0.0410310733333333,0.000683851222222222,1.13975203703704E-05
1950-08-07 00:00:00,13.95576273,31.44468924,2.46700566,0.1027919025,0.001713198375,0.00002855330625
1950-08-08 00:00:00,13.51943502,31.97039551,0.17485876,0.00728578166666667,0.000121429694444444,2.02382824074074E-06
1950-08-09 00:00:00,12.80271185,30.21,0.42310734,0.0176294725,0.000293824541666667,4.89707569444445E-06
1950-08-10 00:00:00,11.73124296,25.50152543,4.71197743,0.196332392916667,0.00327220654861111,5.45367758101852E-05
1950-08-11 00:00:00,12.27593221,24.14847466,2.01915254,0.0841313558333333,0.00140218926388889,2.33698210648148E-05
1950-08-12 00:00:00,12.07717513,25.02192085,1.5837288,0.0659887,0.00109981166666667,1.83301944444444E-05
1950-08-13 00:00:00,13.41734461,23.83401129,5.67299434,0.236374764166667,0.00393957940277778,6.5659656712963E-05
1950-08-14 00:00:00,12.36677968,29.67231644,2.7264407,0.113601695833333,0.00189336159722222,3.15560266203704E-05
1950-08-15 00:00:00,14.55559324,31.38559318,0,0,0,0
1950-08-16 00:00:00,13.77135593,29.22999999,0,0,0,0
1950-08-17 00:00:00,5.03717515,23.3778531,0.15610169,0.00650423708333333,0.000108403951388889,1.80673252314815E-06
1950-08-18 00:00:00,6.52022597,23.94056497,0.76564971,0.03190207125,0.0005317011875,8.86168645833333E-06
1950-08-19 00:00:00,3.7060452,19.82655355,0.01847458,0.000769774166666667,1.28295694444444E-05,2.13826157407407E-07
1950-08-20 00:00:00,2.23096045,22.99745772,0.01124294,0.000468455833333333,7.80759722222222E-06,1.3012662037037E-07
1950-08-21 00:00:00,6.93762709,22.64903956,0.10022599,0.00417608291666667,6.96013819444444E-05,1.16002303240741E-06
1950-08-22 00:00:00,8.98881356,27.00316385,0.08943503,0.00372645958333333,6.21076597222222E-05,1.03512766203704E-06
1950-08-23 00:00:00,6.60367232,24.72994347,0.43768362,0.0182368175,0.000303946958333333,5.06578263888889E-06
1950-08-24 00:00:00,8.329322,20.19644071,1.69728814,0.0707203391666667,0.00117867231944444,1.96445386574074E-05
